Año,Trimestre,Provincia,Accesos por cada 100 hogares,Crecimiento Trimestral,Crecimiento Anual,Trimestre2
2021,3,Capital Federal,111.27,1.0259669511530678,3.333952451708755,2021-07-01
2021,3,Catamarca,52.71,0.7069163163928138,11.76844783715014,2021-07-01
2021,3,Chaco,42.96,-0.8539118393722567,3.4183919114106898,2021-07-01
2021,3,Chubut,80.71,11.647530778807557,18.100673105062917,2021-07-01
2021,3,Corrientes,44.9,3.123564538355539,7.544910179640718,2021-07-01
2021,3,Córdoba,81.28,1.4478282576135817,8.056367987237433,2021-07-01
2021,3,Entre Ríos,62.18,0.8433344145313049,6.856848255714043,2021-07-01
2021,3,Formosa,33.96,2.196810111345182,6.424318395487316,2021-07-01
2021,3,Jujuy,55.69,-0.8721965112139629,3.0532938564026724,2021-07-01
2021,3,La Pampa,84.28,2.680311890838216,6.333585667423658,2021-07-01
2021,3,La Rioja,77.26,0.3637308391789995,54.15003990422986,2021-07-01
2021,3,Mendoza,45.55,11.178911398584336,21.954484605087,2021-07-01
2021,3,Misiones,45.57,1.244167962674969,9.543269230769225,2021-07-01
2021,3,Neuquén,69.71,0.8244142319930425,6.851624770079701,2021-07-01
2021,3,Río Negro,61.97,0.048433968356476,8.62401402278703,2021-07-01
2021,3,Salta,55.96,1.875113781176041,6.95718654434252,2021-07-01
2021,3,San Juan,39.46,0.458248472505085,1.727249291054389,2021-07-01
2021,3,San Luis,79.87,-4.324389075227597,-0.1125562781390532,2021-07-01
2021,3,Santa Cruz,43.75,-0.5907748239036503,21.69680111265646,2021-07-01
2021,3,Santa Fe,75.02,-0.0666045024643624,4.021075984470324,2021-07-01
2021,3,Santiago Del Estero,47.0,0.9450171821305808,8.344859382203772,2021-07-01
2021,3,Tierra Del Fuego,94.95,39.85859478568272,23.61671657336284,2021-07-01
2021,3,Tucumán,54.64,-0.5279446568359769,2.6488822092804787,2021-07-01
2021,4,Buenos Aires,75.66,5.552455357142838,9.6839663670629,2021-10-01
2021,4,Capital Federal,111.27,0.0,2.7328963161296294,2021-10-01
2021,4,Catamarca,55.25,4.818819958262188,11.819469742967016,2021-10-01
2021,4,Chaco,44.05,2.5372439478584585,2.3704392284452647,2021-10-01
2021,4,Chubut,82.57,2.3045471440961363,20.804681784930512,2021-10-01
2021,4,Corrientes,45.51,1.358574610244978,7.259014847984901,2021-10-01
2021,4,Córdoba,84.51,3.973917322834653,8.235143442622949,2021-10-01
2021,4,Entre Ríos,63.16,1.576069475715669,6.204809147469304,2021-10-01
2021,4,Formosa,34.45,1.4428739693757464,6.03262542320715,2021-10-01
2021,4,Jujuy,56.92,2.208655054767461,6.47212869435092,2021-10-01
2021,4,La Pampa,89.57,6.276696725201703,9.5389507154213,2021-10-01
2021,4,La Rioja,77.92,0.8542583484338451,55.49790460985831,2021-10-01
2021,4,Mendoza,47.51,4.3029637760702455,22.98731555785658,2021-10-01
2021,4,Misiones,49.06,7.65854728988371,15.056285178236406,2021-10-01
2021,4,Neuquén,73.3,5.149906756562905,9.40298507462687,2021-10-01
2021,4,Río Negro,65.69,6.002904631273198,7.529873956457678,2021-10-01
2021,4,Salta,56.81,1.5189421015010751,5.125832716506307,2021-10-01
2021,4,San Juan,39.59,0.3294475418144982,9.003303964757725,2021-10-01
2021,4,San Luis,80.3,0.5383748591460957,-1.6895200783545672,2021-10-01
2021,4,Santa Cruz,43.05,-1.6000000000000014,16.35135135135135,2021-10-01
2021,4,Santa Fe,77.09,2.7592641962143505,4.770318021201425,2021-10-01
2021,4,Santiago Del Estero,47.05,0.1063829787234071,7.54285714285714,2021-10-01
2021,4,Tierra Del Fuego,98.4,3.633491311216441,29.015340238625956,2021-10-01
2021,4,Tucumán,55.93,2.3609077598828687,2.099306316173788,2021-10-01
2022,1,Buenos Aires,76.08,0.5551149881046769,10.085371147446098,2022-01-01
2022,1,Capital Federal,111.8,0.4763188640244387,3.11750599520384,2022-01-01
2022,1,Catamarca,58.21,5.357466063348415,19.03885480572598,2022-01-01
2022,1,Chaco,44.06,0.022701475595932,2.132591562355124,2022-01-01
2022,1,Chubut,88.05,6.636793024100762,27.62719234671691,2022-01-01
2022,1,Corrientes,47.64,4.68029004614372,11.673699015471172,2022-01-01
2022,1,Córdoba,85.76,1.4791148976452506,9.12329812953303,2022-01-01
2022,1,Entre Ríos,63.7,0.8549715009499748,5.393778954334882,2022-01-01
2022,1,Formosa,34.96,1.4804063860667682,6.813321112129556,2022-01-01
2022,1,Jujuy,58.06,2.002810962754742,4.368146683444185,2022-01-01
2022,1,La Pampa,91.66,2.333370548174618,12.081193445830271,2022-01-01
2022,1,La Rioja,78.77,1.0908624229979402,58.140935555109394,2022-01-01
2022,1,Mendoza,48.74,2.588928646600719,24.495530012771404,2022-01-01
2022,1,Misiones,49.04,-0.0407664084794201,13.597405605744717,2022-01-01
2022,1,Neuquén,74.17,1.1869031377899075,10.966487133453027,2022-01-01
2022,1,Río Negro,67.04,2.055107322271277,10.118265440210262,2022-01-01
2022,1,Salta,56.11,-1.232177433550441,4.042277025774155,2022-01-01
2022,1,San Juan,43.55,10.002525890376337,11.495135688684057,2022-01-01
2022,1,San Luis,80.72,0.523038605230397,-0.6400787789266338,2022-01-01
2022,1,Santa Cruz,43.34,0.6736353077816615,4.057623049219705,2022-01-01
2022,1,Santa Fe,77.3,0.2724088727461327,4.572510822510822,2022-01-01
2022,1,Santiago Del Estero,47.17,0.2550478214665252,3.284431793299758,2022-01-01
2022,1,Tierra Del Fuego,98.29,-0.1117886178861771,27.071751777634145,2022-01-01
2022,1,Tucumán,57.39,2.610405864473453,4.68807004742795,2022-01-01
2022,2,Buenos Aires,77.58,1.971608832807581,10.828571428571433,2022-04-01
2022,2,Capital Federal,121.31,8.506261180679786,10.14163791538043,2022-04-01
2022,2,Catamarca,62.4,7.198075931970438,19.220481467329,2022-04-01
2022,2,Chaco,43.79,-0.6128007262823476,1.0616201246249624,2022-04-01
2022,2,Chubut,83.19,-5.519591141396929,15.07815742149674,2022-04-01
2022,2,Corrientes,48.35,1.4903442485306506,11.047312815801558,2022-04-01
2022,2,Córdoba,87.48,2.0055970149253755,9.186220668996503,2022-04-01
2022,2,Entre Ríos,63.9,0.3139717425431731,3.632825170288689,2022-04-01
2022,2,Formosa,43.42,24.199084668192228,30.66506169124288,2022-04-01
2022,2,Jujuy,57.32,-1.274543575611442,2.029191883232473,2022-04-01
2022,2,La Pampa,92.98,1.4401047348898244,13.27972709551657,2022-04-01
2022,2,La Rioja,80.14,1.739240827726296,4.10496232787736,2022-04-01
2022,2,Mendoza,49.39,1.3336068937217949,20.551623138882125,2022-04-01
2022,2,Misiones,51.0,3.996737357259384,13.30815374361254,2022-04-01
2022,2,Neuquén,80.02,7.887285964675739,15.736187445762218,2022-04-01
2022,2,Río Negro,67.85,1.208233890214783,9.541491766225384,2022-04-01
2022,2,Salta,57.54,2.5485653181251067,4.751501911523759,2022-04-01
2022,2,San Juan,49.46,13.57060849598164,25.91649694501019,2022-04-01
2022,2,San Luis,81.76,1.288404360753237,-2.060373742213706,2022-04-01
2022,2,Santa Cruz,43.15,-0.4383940932164432,-1.9541013406044083,2022-04-01
2022,2,Santa Fe,77.9,0.7761966364812523,3.769814839483177,2022-04-01
2022,2,Santiago Del Estero,47.7,1.1235955056179805,2.448453608247414,2022-04-01
2022,2,Tierra Del Fuego,99.86,1.5973140706073696,47.09088230961851,2022-04-01
2022,2,Tucumán,59.31,3.345530580240452,7.973784817039875,2022-04-01
2022,3,Buenos Aires,78.11,0.6831657643722622,8.970424107142838,2022-07-01
2022,3,Capital Federal,122.28,0.799604319512004,9.894850363979524,2022-07-01
2022,3,Catamarca,65.33,4.695512820512815,23.94232593435781,2022-07-01
2022,3,Chaco,43.86,0.1598538479104849,2.0949720670391025,2022-07-01
2022,3,Chubut,84.38,1.4304603918740222,4.547144096146694,2022-07-01
2022,3,Corrientes,48.21,-0.2895553257497463,7.371937639198234,2022-07-01
2022,3,Córdoba,88.31,0.9487882944672954,8.649114173228355,2022-07-01
2022,3,Entre Ríos,63.67,-0.3599374021909129,2.3962688967513746,2022-07-01
2022,3,Formosa,43.76,0.7830492860432914,28.857479387514708,2022-07-01
2022,3,Jujuy,58.91,2.7739009071877208,5.782007541748957,2022-07-01
2022,3,La Pampa,96.59,3.8825553882555486,14.606074988134798,2022-07-01
2022,3,La Rioja,80.66,0.6488644871474936,4.400724825265323,2022-07-01
2022,3,Mendoza,51.03,3.320510224741846,12.03073545554336,2022-07-01
2022,3,Misiones,51.82,1.6078431372549051,13.71516348474875,2022-07-01
2022,3,Neuquén,80.37,0.437390652336922,15.29192368383303,2022-07-01
2022,3,Río Negro,67.98,0.1915991156963947,9.698241084395676,2022-07-01
2022,3,Salta,57.76,0.3823427181091299,3.216583273766971,2022-07-01
2022,3,San Juan,50.8,2.709260008087333,28.73796249366447,2022-07-01
2022,3,San Luis,81.74,-0.024461839530343,2.3413046200075005,2022-07-01
2022,3,Santa Cruz,43.19,0.0926998841251469,-1.2800000000000034,2022-07-01
2022,3,Santa Fe,78.55,0.834403080872903,4.705411890162625,2022-07-01
2022,3,Santiago Del Estero,47.98,0.5870020964360512,2.085106382978718,2022-07-01
2022,3,Tierra Del Fuego,99.51,-0.3504906869617352,4.80252764612954,2022-07-01
2022,3,Tucumán,61.14,3.08548305513403,11.896046852122977,2022-07-01
